# This file provides information to map coordinates from the BDGP release 5
# to release 6 assemblies.  The mapping is based on reciprocal best hit
# alignments.  Because of this some regions of release 5 that due to assembly
# artifacts are present in duplicate in other regions are absent from the
# mapping if the other region is contained in a better alignment.
#
# Coordinates in this file are represented as interbase for both releases.
# If you want on base (1-based) coordinates add 1 to each _start column.
#
# If the R6 strand is '-' it means that the R5 sequence needs to be reverse
# complemented to correspond to the R6 sequence and the start end coordinates
# for oriented features must also be reversed  eg. a gene that started at
# interbase coordinate 236880 of 2LHet in release 5 would start on the opposite
# strand at coordinate 1865892 of Y in release 6.
#
# r5_scaffold	r5_start	r5_end	r6_scaffold	r6_start	r6_end	r6_strand
U	7374617	7377134	Unmapped_Scaffold_28_D1723	1751	4268	-
U	9697896	9698058	Unmapped_Scaffold_28_D1723	15609	15771	+
U	9698059	9698948	Unmapped_Scaffold_28_D1723	15771	16660	+
U	9698949	9698968	Unmapped_Scaffold_28_D1723	16660	16679	+
U	9951340	9951638	Unmapped_Scaffold_28_D1723	10465	10763	+
U	9951639	9951725	Unmapped_Scaffold_28_D1723	10763	10849	+
U	9951725	9951865	Unmapped_Scaffold_28_D1723	10850	10990	+
U	9951865	9952136	Unmapped_Scaffold_28_D1723	11000	11271	+
U	9952137	9952361	Unmapped_Scaffold_28_D1723	11271	11495	+
U	2576064	2576776	Unmapped_Scaffold_35_D1599	778	1490	+
U	2578773	2580002	Unmapped_Scaffold_35_D1599	14895	16124	+
U	2580022	2582378	Unmapped_Scaffold_35_D1599	28260	30616	+
U	2582403	2585121	Unmapped_Scaffold_35_D1599	30616	33334	+
U	2603487	2605380	Unmapped_Scaffold_35_D1599	48919	50812	+
U	2592256	2592417	Unmapped_Scaffold_35_D1599	12261	12422	+
U	3393460	3393477	Unmapped_Scaffold_35_D1599	13316	13333	-
U	3393310	3393460	Unmapped_Scaffold_35_D1599	13339	13489	-
U	3392845	3393294	Unmapped_Scaffold_35_D1599	13489	13938	-
U	6571193	6571270	Unmapped_Scaffold_35_D1599	46803	46880	-
U	6570404	6571192	Unmapped_Scaffold_35_D1599	46880	47668	-
U	7704295	7705377	Unmapped_Scaffold_35_D1599	42745	43827	-
U	7704127	7704295	Unmapped_Scaffold_35_D1599	43835	44003	-
U	8554630	8554750	Unmapped_Scaffold_35_D1599	44990	45110	-
U	8553317	8554630	Unmapped_Scaffold_35_D1599	45111	46424	-
U	8607929	8608039	Unmapped_Scaffold_35_D1599	11333	11443	+
U	8608040	8608304	Unmapped_Scaffold_35_D1599	11443	11707	+
U	8958580	8958595	Unmapped_Scaffold_35_D1599	40525	40540	-
U	8958204	8958579	Unmapped_Scaffold_35_D1599	40540	40915	-
U	8958192	8958204	Unmapped_Scaffold_35_D1599	50812	50824	-
U	8958087	8958189	Unmapped_Scaffold_35_D1599	50824	50926	-
U	8958047	8958081	Unmapped_Scaffold_35_D1599	50926	50960	-
U	8957918	8958046	Unmapped_Scaffold_35_D1599	50960	51088	-
U	8957820	8957884	Unmapped_Scaffold_35_D1599	51088	51152	-
U	8957538	8957820	Unmapped_Scaffold_35_D1599	51158	51440	-
U	8957526	8957538	Unmapped_Scaffold_35_D1599	51445	51457	-
U	9181522	9181770	Unmapped_Scaffold_35_D1599	8998	9246	+
U	9181770	9182356	Unmapped_Scaffold_35_D1599	17045	17631	+
U	9182356	9182589	Unmapped_Scaffold_35_D1599	9832	10065	+
U	9182589	9182706	Unmapped_Scaffold_35_D1599	4492	4609	+
U	9803564	9803700	Unmapped_Scaffold_35_D1599	54695	54831	+
U	9803709	9804019	Unmapped_Scaffold_35_D1599	54831	55141	+
U	9804020	9804043	Unmapped_Scaffold_35_D1599	55141	55164	+
U	9804043	9804044	Unmapped_Scaffold_35_D1599	55173	55174	+
U	9804044	9804048	Unmapped_Scaffold_35_D1599	55177	55181	+
U	9804048	9804357	Unmapped_Scaffold_35_D1599	55182	55491	+
U	9804358	9804614	Unmapped_Scaffold_35_D1599	55491	55747	+
U	9884760	9885795	Unmapped_Scaffold_35_D1599	41058	42093	+
U	9968493	9968762	Unmapped_Scaffold_35_D1599	44003	44272	-
U	9968138	9968488	Unmapped_Scaffold_35_D1599	44272	44622	-
U	2808840	2810461	Unmapped_Scaffold_37_D1608	0	1621	+
U	2810650	2813935	Unmapped_Scaffold_37_D1608	1717	5002	+
U	2817981	2817986	Unmapped_Scaffold_37_D1608	9361	9366	+
U	2817986	2818228	Unmapped_Scaffold_37_D1608	9367	9609	+
U	2818230	2824710	Unmapped_Scaffold_37_D1608	9609	16089	+
U	2831079	2834848	Unmapped_Scaffold_37_D1608	16089	19858	+
U	3039420	3040701	Unmapped_Scaffold_38_D1625	9670	10951	+
U	3041060	3043092	Unmapped_Scaffold_38_D1625	11458	13490	+
U	3051776	3051782	Unmapped_Scaffold_38_D1625	14047	14053	+
U	3051953	3054709	Unmapped_Scaffold_38_D1625	14224	16980	+
U	3061222	3061226	Unmapped_Scaffold_38_D1625	16992	16996	+
U	3061226	3061794	Unmapped_Scaffold_38_D1625	16997	17565	+
U	3061794	3062037	Unmapped_Scaffold_38_D1625	17566	17809	+
U	3062038	3063306	Unmapped_Scaffold_38_D1625	17809	19077	+
U	3063306	3063917	Unmapped_Scaffold_38_D1625	22197	22808	+
U	3063918	3064061	Unmapped_Scaffold_38_D1625	22808	22951	+
U	3774965	3775178	Unmapped_Scaffold_38_D1625	6898	7111	-
U	8775906	8775948	Unmapped_Scaffold_38_D1625	7177	7219	+
U	8775948	8776180	Unmapped_Scaffold_38_D1625	7223	7455	+
U	8782864	8783210	Unmapped_Scaffold_38_D1625	13490	13836	-
U	8782847	8782863	Unmapped_Scaffold_38_D1625	13836	13852	-
U	8782822	8782846	Unmapped_Scaffold_38_D1625	13852	13876	-
U	8782650	8782821	Unmapped_Scaffold_38_D1625	13876	14047	-
U	8781906	8782077	Unmapped_Scaffold_38_D1625	14053	14224	-
U	9269128	9269173	Unmapped_Scaffold_38_D1625	4603	4648	-
U	9269043	9269127	Unmapped_Scaffold_38_D1625	4648	4732	-
U	9269029	9269042	Unmapped_Scaffold_38_D1625	4732	4745	-
U	9268013	9269028	Unmapped_Scaffold_38_D1625	4745	5760	-
U	3695433	3699010	Unmapped_Scaffold_46_D1675	4282	7859	+
U	3699010	3701901	Unmapped_Scaffold_46_D1675	7860	10751	+
U	3702297	3702301	Unmapped_Scaffold_46_D1675	10955	10959	+
U	3702302	3702786	Unmapped_Scaffold_46_D1675	10959	11443	+
U	3702787	3702899	Unmapped_Scaffold_46_D1675	11443	11555	+
U	3702899	3702942	Unmapped_Scaffold_46_D1675	11556	11599	+
U	3705994	3706006	Unmapped_Scaffold_46_D1675	20042	20054	+
U	3706006	3711358	Unmapped_Scaffold_46_D1675	20055	25407	+
U	3711359	3711376	Unmapped_Scaffold_46_D1675	25407	25424	+
U	3711377	3711474	Unmapped_Scaffold_46_D1675	25424	25521	+
U	3711475	3711496	Unmapped_Scaffold_46_D1675	25521	25542	+
U	3711497	3711515	Unmapped_Scaffold_46_D1675	25542	25560	+
U	3628675	3629703	Unmapped_Scaffold_44_D1670	2761	3789	+
U	3629703	3631023	Unmapped_Scaffold_44_D1670	3790	5110	+
U	3631024	3631308	Unmapped_Scaffold_44_D1670	5110	5394	+
U	3631308	3631339	Unmapped_Scaffold_44_D1670	5395	5426	+
U	3639934	3642592	Unmapped_Scaffold_44_D1670	9246	11904	+
U	3642593	3642856	Unmapped_Scaffold_44_D1670	11904	12167	+
U	3642856	3645430	Unmapped_Scaffold_44_D1670	12168	14742	+
U	3743842	3744956	Unmapped_Scaffold_48_D1678	9402	10516	+
U	3744957	3747524	Unmapped_Scaffold_48_D1678	10516	13083	+
U	3756821	3759018	Unmapped_Scaffold_48_D1678	23424	25621	+
U	3759019	3759338	Unmapped_Scaffold_48_D1678	25621	25940	+
U	3759339	3759514	Unmapped_Scaffold_48_D1678	25940	26115	+
U	6392022	6392043	Unmapped_Scaffold_48_D1678	4492	4513	+
U	8536348	8537798	Unmapped_Scaffold_48_D1678	7952	9402	+
U	9021268	9021705	Unmapped_Scaffold_48_D1678	13083	13520	+
U	650579	653316	Unmapped_Scaffold_51_D1697	4118	6855	-
U	4012074	4014466	Unmapped_Scaffold_51_D1697	9781	12173	+
U	4014467	4015749	Unmapped_Scaffold_51_D1697	12173	13455	+
U	9631960	9632530	Unmapped_Scaffold_51_D1697	6855	7425	-
U	9631905	9631959	Unmapped_Scaffold_51_D1697	7425	7479	-
U	9631891	9631905	Unmapped_Scaffold_51_D1697	7480	7494	-
U	9631877	9631891	Unmapped_Scaffold_51_D1697	7495	7509	-
U	4535209	4536530	Unmapped_Scaffold_52_D1739	8179	9500	+
U	4536530	4536589	Unmapped_Scaffold_52_D1739	9501	9560	+
U	4536590	4536708	Unmapped_Scaffold_52_D1739	9560	9678	+
U	4536729	4536923	Unmapped_Scaffold_52_D1739	9678	9872	+
U	4544469	4544479	Unmapped_Scaffold_52_D1739	20392	20402	+
U	4544479	4545207	Unmapped_Scaffold_52_D1739	20403	21131	+
U	4546481	4547427	Unmapped_Scaffold_52_D1739	33578	34524	+
U	4547427	4547562	Unmapped_Scaffold_52_D1739	34525	34660	+
U	6037654	6037906	Unmapped_Scaffold_52_D1739	23975	24227	+
U	6037907	6038596	Unmapped_Scaffold_52_D1739	24227	24916	+
U	6038597	6042099	Unmapped_Scaffold_52_D1739	24916	28418	+
U	8329742	8329845	Unmapped_Scaffold_52_D1739	11072	11175	+
U	8329846	8331405	Unmapped_Scaffold_52_D1739	11175	12734	+
U	8371294	8372904	Unmapped_Scaffold_52_D1739	16535	18145	+
U	9037387	9037579	Unmapped_Scaffold_52_D1739	13154	13346	+
U	9037579	9037943	Unmapped_Scaffold_52_D1739	13347	13711	+
U	9037943	9038070	Unmapped_Scaffold_52_D1739	13717	13844	+
U	9038070	9038369	Unmapped_Scaffold_52_D1739	13862	14161	+
U	9278706	9278936	Unmapped_Scaffold_52_D1739	331	561	+
U	9278947	9279108	Unmapped_Scaffold_52_D1739	561	722	+
U	9279109	9279257	Unmapped_Scaffold_52_D1739	722	870	+
U	10045834	10045997	Unmapped_Scaffold_52_D1739	18602	18765	+
U	10045997	10046441	Unmapped_Scaffold_52_D1739	18775	19219	+
U	10046441	10046835	Unmapped_Scaffold_52_D1739	19221	19615	+
U	2605480	2606267	Unmapped_Scaffold_60_D1601	0	787	+
U	2606268	2606551	Unmapped_Scaffold_60_D1601	787	1070	+
U	2606551	2606808	Unmapped_Scaffold_60_D1601	1071	1328	+
U	2606809	2607918	Unmapped_Scaffold_60_D1601	1328	2437	+
U	2607940	2623171	Unmapped_Scaffold_60_D1601	2437	17668	+
U	2623172	2623293	Unmapped_Scaffold_60_D1601	17668	17789	+
U	2623293	2623301	Unmapped_Scaffold_60_D1601	17793	17801	+
U	2623301	2623311	Unmapped_Scaffold_60_D1601	17805	17815	+
U	2623311	2623314	Unmapped_Scaffold_60_D1601	17816	17819	+
U	2623314	2623318	Unmapped_Scaffold_60_D1601	17824	17828	+
U	2623318	2623322	Unmapped_Scaffold_60_D1601	17844	17848	+
U	2623322	2623378	Unmapped_Scaffold_60_D1601	17877	17933	+
U	2623379	2623383	Unmapped_Scaffold_60_D1601	17933	17937	+
U	2623385	2623475	Unmapped_Scaffold_60_D1601	17937	18027	+
U	2623499	2623501	Unmapped_Scaffold_60_D1601	18027	18029	+
U	2623504	2623506	Unmapped_Scaffold_60_D1601	18029	18031	+
U	2623521	2623642	Unmapped_Scaffold_60_D1601	18031	18152	+
U	2623642	2623649	Unmapped_Scaffold_60_D1601	18153	18160	+
U	2623650	2624269	Unmapped_Scaffold_60_D1601	18160	18779	+
U	2624269	2624313	Unmapped_Scaffold_60_D1601	18780	18824	+
U	2624314	2624416	Unmapped_Scaffold_60_D1601	18824	18926	+
U	2624416	2624456	Unmapped_Scaffold_60_D1601	18927	18967	+
U	2624456	2624574	Unmapped_Scaffold_60_D1601	18968	19086	+
U	2624574	2624690	Unmapped_Scaffold_60_D1601	23419	23535	+
U	5121636	5122454	Unmapped_Scaffold_54_D1776	2932	3750	+
U	5122455	5122457	Unmapped_Scaffold_54_D1776	3750	3752	+
U	5122457	5122704	Unmapped_Scaffold_54_D1776	3759	4006	+
U	5122704	5122706	Unmapped_Scaffold_54_D1776	4010	4012	+
U	5122706	5122811	Unmapped_Scaffold_54_D1776	4026	4131	+
U	5122811	5123236	Unmapped_Scaffold_54_D1776	4132	4557	+
U	5131984	5133360	Unmapped_Scaffold_54_D1776	9330	10706	+
U	5133697	5135144	Unmapped_Scaffold_54_D1776	11160	12607	+
U	5123483	5124439	Unmapped_Scaffold_54_D1776	1372	2328	+
U	5124439	5124796	Unmapped_Scaffold_54_D1776	2329	2686	+
U	5124797	5124802	Unmapped_Scaffold_54_D1776	2686	2691	+
U	8988068	8989300	Unmapped_Scaffold_54_D1776	5257	6489	+
U	9301492	9301741	Unmapped_Scaffold_54_D1776	7289	7538	-
U	6153454	6153908	211000022278089	611	1065	+
U	6154904	6157065	211000022278089	2061	4222	+
U	7096119	7098786	211000022279948	0	2667	+
U	3186623	3186711	Unmapped_Scaffold_58_D1862	5216	5304	-
U	3186573	3186623	Unmapped_Scaffold_58_D1862	5306	5356	-
U	3186309	3186572	Unmapped_Scaffold_58_D1862	5356	5619	-
U	3186132	3186309	Unmapped_Scaffold_58_D1862	5621	5798	-
U	1042058	1046351	Unmapped_Scaffold_58_D1862	5798	10091	+
U	5284727	5285470	211000022279762	0	743	+
U	5285471	5285527	211000022279762	743	799	+
U	5285527	5285758	211000022279762	800	1031	+
U	5286741	5286746	211000022279762	10199	10204	+
U	5286747	5286754	211000022279762	10204	10211	+
U	5286755	5288042	211000022279762	10211	11498	+
U	9365705	9366848	211000022278033	0	1143	+
U	6606305	6609605	X3X4_mapped_Scaffold_14_D1732	6138	9438	-
U	6606281	6606304	X3X4_mapped_Scaffold_14_D1732	9438	9461	-
U	6606234	6606280	X3X4_mapped_Scaffold_14_D1732	9461	9507	-
U	8845224	8845796	X3X4_mapped_Scaffold_14_D1732	4168	4740	-
U	8844525	8845224	X3X4_mapped_Scaffold_14_D1732	4760	5459	-
U	8844518	8844525	X3X4_mapped_Scaffold_14_D1732	5460	5467	-
U	4459339	4460027	X3X4_mapped_Scaffold_14_D1732	13564	14252	-
U	4457680	4459333	X3X4_mapped_Scaffold_14_D1732	14258	15911	-
U	4447515	4449521	X3X4_mapped_Scaffold_14_D1732	24187	26193	-
U	2861171	2863258	Y_mapped_Scaffold_5_D1748_D1610	24537	26624	-
U	2857841	2857848	Y_mapped_Scaffold_5_D1748_D1610	29179	29186	-
U	2857760	2857841	Y_mapped_Scaffold_5_D1748_D1610	29187	29268	-
U	2851114	2857759	Y_mapped_Scaffold_5_D1748_D1610	29268	35913	-
U	2844761	2851113	Y_mapped_Scaffold_5_D1748_D1610	35913	42265	-
U	2844757	2844761	Y_mapped_Scaffold_5_D1748_D1610	42266	42270	-
U	2842018	2842721	Y_mapped_Scaffold_5_D1748_D1610	43786	44489	-
U	2840096	2840106	Y_mapped_Scaffold_5_D1748_D1610	46478	46488	-
U	2840074	2840095	Y_mapped_Scaffold_5_D1748_D1610	46488	46509	-
U	2839873	2840073	Y_mapped_Scaffold_5_D1748_D1610	46509	46709	-
U	2836398	2839872	Y_mapped_Scaffold_5_D1748_D1610	46709	50183	-
U	4633257	4633291	Y_mapped_Scaffold_5_D1748_D1610	0	34	+
U	4633292	4633300	Y_mapped_Scaffold_5_D1748_D1610	34	42	+
U	4633301	4634291	Y_mapped_Scaffold_5_D1748_D1610	42	1032	+
U	4643324	4645240	Y_mapped_Scaffold_5_D1748_D1610	10375	12291	+
U	5161233	5161245	Y_mapped_Scaffold_5_D1748_D1610	57169	57181	+
U	6353553	6357358	Y_mapped_Scaffold_5_D1748_D1610	16544	20349	-
U	7037664	7040504	Y_mapped_Scaffold_5_D1748_D1610	13354	16194	+
U	7837573	7839669	Y_mapped_Scaffold_5_D1748_D1610	6276	8372	-
U	9041640	9042329	Y_mapped_Scaffold_5_D1748_D1610	5056	5745	-
U	9067415	9068247	Y_mapped_Scaffold_5_D1748_D1610	23319	24151	+
U	9068248	9068622	Y_mapped_Scaffold_5_D1748_D1610	24151	24525	+
U	9127368	9128563	Y_mapped_Scaffold_5_D1748_D1610	26941	28136	-
U	9616880	9617479	Y_mapped_Scaffold_5_D1748_D1610	20349	20948	+
U	9617480	9617526	Y_mapped_Scaffold_5_D1748_D1610	20948	20994	+
U	9662522	9662530	Y_mapped_Scaffold_5_D1748_D1610	65095	65103	-
U	9661593	9662522	Y_mapped_Scaffold_5_D1748_D1610	65104	66033	-
U	9661451	9661592	Y_mapped_Scaffold_5_D1748_D1610	66033	66174	-
U	3312717	3316168	XY_mapped_Scaffold_42_D1648	8081	11532	+
U	3316169	3316170	XY_mapped_Scaffold_42_D1648	11532	11533	+
U	3316171	3316930	XY_mapped_Scaffold_42_D1648	11533	12292	+
U	3316930	3317953	XY_mapped_Scaffold_42_D1648	12294	13317	+
U	3326532	3326638	XY_mapped_Scaffold_42_D1648	29675	29781	+
U	3326639	3330017	XY_mapped_Scaffold_42_D1648	29781	33159	+
U	3330018	3330082	XY_mapped_Scaffold_42_D1648	33159	33223	+
U	3330260	3330265	XY_mapped_Scaffold_42_D1648	33423	33428	+
U	3330265	3330278	XY_mapped_Scaffold_42_D1648	33429	33442	+
U	3330278	3333135	XY_mapped_Scaffold_42_D1648	33443	36300	+
U	8538183	8538558	XY_mapped_Scaffold_42_D1648	13317	13692	+
U	8538559	8538640	XY_mapped_Scaffold_42_D1648	13692	13773	+
U	8538641	8539347	XY_mapped_Scaffold_42_D1648	13773	14479	+
U	9481439	9481449	XY_mapped_Scaffold_42_D1648	27692	27702	+
U	9481450	9482360	XY_mapped_Scaffold_42_D1648	27702	28612	+
U	9482361	9482558	XY_mapped_Scaffold_42_D1648	28612	28809	+
U	9567422	9568524	XY_mapped_Scaffold_42_D1648	38593	39695	-
U	9890240	9890335	XY_mapped_Scaffold_42_D1648	42376	42471	-
U	9890139	9890239	XY_mapped_Scaffold_42_D1648	42471	42571	-
U	9889725	9890121	XY_mapped_Scaffold_42_D1648	42571	42967	-
U	9889300	9889725	XY_mapped_Scaffold_42_D1648	42984	43409	-
U	4523419	4523539	Y_mapped_Scaffold_12_D1771	6765	6885	-
U	5029651	5032919	Y_mapped_Scaffold_12_D1771	12610	15878	-
U	5028528	5028986	Y_mapped_Scaffold_12_D1771	16554	17012	-
U	5027972	5028528	Y_mapped_Scaffold_12_D1771	17013	17569	-
U	5024766	5027936	Y_mapped_Scaffold_12_D1771	17738	20908	-
U	5024749	5024766	Y_mapped_Scaffold_12_D1771	20914	20931	-
U	5024736	5024749	Y_mapped_Scaffold_12_D1771	20940	20953	-
U	5024730	5024736	Y_mapped_Scaffold_12_D1771	20955	20961	-
U	5024725	5024730	Y_mapped_Scaffold_12_D1771	20964	20969	-
U	5024712	5024725	Y_mapped_Scaffold_12_D1771	20970	20983	-
U	5024607	5024712	Y_mapped_Scaffold_12_D1771	20992	21097	-
U	5023351	5024607	Y_mapped_Scaffold_12_D1771	21101	22357	-
U	5021307	5022957	Y_mapped_Scaffold_12_D1771	22864	24514	-
U	5021302	5021306	Y_mapped_Scaffold_12_D1771	24514	24518	-
U	5020693	5020920	Y_mapped_Scaffold_12_D1771	24989	25216	-
U	5019458	5020692	Y_mapped_Scaffold_12_D1771	25216	26450	-
U	5019445	5019457	Y_mapped_Scaffold_12_D1771	26450	26462	-
U	5013406	5017496	Y_mapped_Scaffold_12_D1771	28669	32759	-
U	5013340	5013405	Y_mapped_Scaffold_12_D1771	32759	32824	-
U	5012374	5012670	Y_mapped_Scaffold_12_D1771	33769	34065	-
U	5011230	5012373	Y_mapped_Scaffold_12_D1771	34065	35208	-
U	5011227	5011228	Y_mapped_Scaffold_12_D1771	35208	35209	-
U	5007807	5011194	Y_mapped_Scaffold_12_D1771	35209	38596	-
U	5007799	5007807	Y_mapped_Scaffold_12_D1771	38597	38605	-
U	4999710	4999892	Y_mapped_Scaffold_12_D1771	46740	46922	-
U	4999689	4999709	Y_mapped_Scaffold_12_D1771	46922	46942	-
U	4996716	4999688	Y_mapped_Scaffold_12_D1771	46942	49914	-
U	4995686	4996715	Y_mapped_Scaffold_12_D1771	49914	50943	-
U	7232033	7234678	Y_mapped_Scaffold_12_D1771	43317	45962	+
U	8749998	8750164	Y_mapped_Scaffold_12_D1771	656	822	-
U	8749435	8749998	Y_mapped_Scaffold_12_D1771	844	1407	-
U	9267122	9267179	Y_mapped_Scaffold_12_D1771	45962	46019	-
U	9267118	9267119	Y_mapped_Scaffold_12_D1771	46019	46020	-
U	9267111	9267113	Y_mapped_Scaffold_12_D1771	46020	46022	-
U	9267106	9267111	Y_mapped_Scaffold_12_D1771	46023	46028	-
U	9267097	9267104	Y_mapped_Scaffold_12_D1771	46028	46035	-
U	9266843	9267096	Y_mapped_Scaffold_12_D1771	46035	46288	-
U	9614807	9615148	Y_mapped_Scaffold_12_D1771	2529	2870	-
U	9614624	9614803	Y_mapped_Scaffold_12_D1771	2870	3049	-
U	9614560	9614624	Y_mapped_Scaffold_12_D1771	3063	3127	-
U	9614501	9614560	Y_mapped_Scaffold_12_D1771	3137	3196	-
U	9737613	9738528	Y_mapped_Scaffold_12_D1771	10270	11185	+
U	9738529	9738653	Y_mapped_Scaffold_12_D1771	11185	11309	+
U	9738653	9738664	Y_mapped_Scaffold_12_D1771	11310	11321	+
U	9738664	9738676	Y_mapped_Scaffold_12_D1771	11322	11334	+
U	2097853	2105058	Y_mapped_Scaffold_9_D1573	0	7205	+
U	2105059	2125330	Y_mapped_Scaffold_9_D1573	7205	27476	+
U	2125330	2136593	Y_mapped_Scaffold_9_D1573	27477	38740	+
U	2136593	2143207	Y_mapped_Scaffold_9_D1573	38741	45355	+
U	2145264	2148690	Y_mapped_Scaffold_9_D1573	46988	50414	+
U	9475101	9475241	Y_mapped_Scaffold_9_D1573	45867	46007	-
U	9474119	9475100	Y_mapped_Scaffold_9_D1573	46007	46988	-
U	4015849	4017751	Y_mapped_Scaffold_18_D1698	13425	15327	+
U	4017751	4017758	Y_mapped_Scaffold_18_D1698	15328	15335	+
U	4024225	4024466	Y_mapped_Scaffold_18_D1698	21667	21908	+
U	4024466	4029971	Y_mapped_Scaffold_18_D1698	21909	27414	+
U	4022920	4023195	Y_mapped_Scaffold_18_D1698	0	275	+
U	4023195	4023604	Y_mapped_Scaffold_18_D1698	2252	2661	+
U	4023604	4024225	Y_mapped_Scaffold_18_D1698	3170	3791	+
U	4022445	4022920	Y_mapped_Scaffold_18_D1698	1502	1977	+
U	9096069	9096075	Y_mapped_Scaffold_18_D1698	28157	28163	-
U	9094871	9096069	Y_mapped_Scaffold_18_D1698	28164	29362	-
U	9593802	9594741	Y_mapped_Scaffold_18_D1698	29362	30301	-
U	4395464	4396471	Y_mapped_Scaffold_15_D1727	10416	11423	-
U	4394080	4395463	Y_mapped_Scaffold_15_D1727	11423	12806	-
U	4393184	4393699	Y_mapped_Scaffold_15_D1727	13116	13631	-
U	4387928	4387956	Y_mapped_Scaffold_15_D1727	18691	18719	-
U	4387861	4387927	Y_mapped_Scaffold_15_D1727	18719	18785	-
U	4383756	4387861	Y_mapped_Scaffold_15_D1727	18786	22891	-
U	6523986	6524865	Y_mapped_Scaffold_15_D1727	3937	4816	+
U	6524865	6524874	Y_mapped_Scaffold_15_D1727	4817	4826	+
U	8071534	8073337	Y_mapped_Scaffold_15_D1727	29481	31284	-
U	8505130	8506599	Y_mapped_Scaffold_15_D1727	24069	25538	-
U	8604930	8606330	Y_mapped_Scaffold_15_D1727	6186	7586	-
U	8739046	8739122	Y_mapped_Scaffold_15_D1727	22891	22967	+
U	8739123	8739127	Y_mapped_Scaffold_15_D1727	22967	22971	+
U	8739127	8739352	Y_mapped_Scaffold_15_D1727	22972	23197	+
U	8739352	8739361	Y_mapped_Scaffold_15_D1727	23198	23207	+
U	9574631	9575279	Y_mapped_Scaffold_15_D1727	31284	31932	-
U	10013801	10014810	Y_mapped_Scaffold_15_D1727	17116	18125	+
U	2370678	2375504	Y_mapped_Scaffold_34_D1584	0	4826	+
U	2375505	2375569	Y_mapped_Scaffold_34_D1584	4826	4890	+
U	2384869	2387339	Y_mapped_Scaffold_34_D1584	4890	7360	+
U	2387887	2389024	Y_mapped_Scaffold_34_D1584	8026	9163	+
U	2395811	2397275	Y_mapped_Scaffold_34_D1584	13759	15223	+
U	2403495	2407228	Y_mapped_Scaffold_34_D1584	20281	24014	+
U	2407228	2407579	Y_mapped_Scaffold_34_D1584	24015	24366	+
U	2407579	2407591	Y_mapped_Scaffold_34_D1584	24367	24379	+
U	2394401	2395439	Y_mapped_Scaffold_34_D1584	15555	16593	+
U	4558888	4558907	Y_mapped_Scaffold_34_D1584	12625	12644	+
U	4558909	4558926	Y_mapped_Scaffold_34_D1584	12644	12661	+
U	4558926	4558946	Y_mapped_Scaffold_34_D1584	12662	12682	+
U	4558946	4559233	Y_mapped_Scaffold_34_D1584	12683	12970	+
U	4559234	4559285	Y_mapped_Scaffold_34_D1584	12970	13021	+
U	4559292	4559327	Y_mapped_Scaffold_34_D1584	13021	13056	+
U	4559328	4559433	Y_mapped_Scaffold_34_D1584	13056	13161	+
U	4559433	4559493	Y_mapped_Scaffold_34_D1584	13162	13222	+
U	4559493	4559551	Y_mapped_Scaffold_34_D1584	13226	13284	+
U	4559552	4559637	Y_mapped_Scaffold_34_D1584	13284	13369	+
U	4559637	4559943	Y_mapped_Scaffold_34_D1584	13376	13682	+
U	4559943	4559947	Y_mapped_Scaffold_34_D1584	13683	13687	+
U	8509635	8509738	Y_mapped_Scaffold_34_D1584	19829	19932	-
U	8509621	8509634	Y_mapped_Scaffold_34_D1584	19932	19945	-
U	9142649	9142795	Y_mapped_Scaffold_34_D1584	11181	11327	-
U	9142278	9142648	Y_mapped_Scaffold_34_D1584	11327	11697	-
U	9142258	9142274	Y_mapped_Scaffold_34_D1584	11697	11713	-
U	9470453	9470458	Y_mapped_Scaffold_34_D1584	18201	18206	+
U	9470458	9470495	Y_mapped_Scaffold_34_D1584	18207	18244	+
U	9470496	9470497	Y_mapped_Scaffold_34_D1584	18244	18245	+
U	9470502	9470506	Y_mapped_Scaffold_34_D1584	18245	18249	+
U	9470509	9470511	Y_mapped_Scaffold_34_D1584	18249	18251	+
U	9470512	9470515	Y_mapped_Scaffold_34_D1584	18251	18254	+
U	9470521	9470883	Y_mapped_Scaffold_34_D1584	18254	18616	+
U	9470883	9470884	Y_mapped_Scaffold_34_D1584	18621	18622	+
U	9470884	9471036	Y_mapped_Scaffold_34_D1584	18631	18783	+
U	9723039	9723077	Y_mapped_Scaffold_34_D1584	11143	11181	-
U	4828872	4831344	Y_mapped_Scaffold_20_D1762_D1719	2481	4953	+
U	4836771	4836964	Y_mapped_Scaffold_20_D1762_D1719	10256	10449	+
U	7909424	7909429	Y_mapped_Scaffold_20_D1762_D1719	35339	35344	+
U	7909429	7911469	Y_mapped_Scaffold_20_D1762_D1719	35345	37385	+
U	8654300	8655323	Y_mapped_Scaffold_20_D1762_D1719	14589	15612	-
U	8654117	8654299	Y_mapped_Scaffold_20_D1762_D1719	15612	15794	-
U	8653947	8654116	Y_mapped_Scaffold_20_D1762_D1719	15794	15963	-
U	9041117	9041640	Y_mapped_Scaffold_20_D1762_D1719	16004	16527	+
U	9595370	9595681	Y_mapped_Scaffold_20_D1762_D1719	13121	13432	+
U	7601765	7601774	Y_mapped_Scaffold_21_D1683_D1693	9522	9531	+
U	7601775	7601974	Y_mapped_Scaffold_21_D1683_D1693	9531	9730	+
U	8191654	8193452	Y_mapped_Scaffold_21_D1683_D1693	13795	15593	+
